Lokal      	Galactic     	Teta            	R +- err
         	"PGC027747	"	1.0122886674795977	25.6779+-0.0332
         	"IC1933	"	1.2786291213788807	25.6779+-0.0332
         	"ESO293-034	"	1.1709344513872728	25.6779+-0.0332
         	"IC4819	"	1.0036985204965239	25.6779+-0.0332
         	"NGC5474	"	1.006197021169842	25.6779+-0.0332
         	"NGC5974	"	1.0489168929162185	25.6779+-0.0332
         	"ESO467-051	"	1.3262952528044667	25.6779+-0.0332
         	"IC2000	"	1.8488650729275378	25.6779+-0.0332
         	"IC1953	"	1.0733635647500628	25.6779+-0.0332
         	"ESO270-026	"	1.4425100360176482	25.6779+-0.0332
         	"NGC4244	"	1.0046232809404614	25.6779+-0.0332
         	"NGC4540	"	1.000104623268832	25.6779+-0.0332
         	"PGC018848	"	1.023586058045214	25.6779+-0.0332
         	"NGC4945	"	1.374486825101734	25.6779+-0.0332
         	"UGC07699	"	1.000324175344424	25.6779+-0.0332
         	"UGC07802	"	1.8049693467248062	25.6779+-0.0332
         	"IC5201	"	1.548503822956007	25.6779+-0.0332
         	"NGC4502	"	1.5432107162338726	25.6779+-0.0332
         	"ESO298-015	"	1.0005739053925768	25.6779+-0.0332
         	"ESO209-009	"	1.1546965372552718	25.6779+-0.0332
         	"NGC1688	"	1.0255202743523033	25.6779+-0.0332
         	"NGC7497	"	1.1888130459506459	25.6779+-0.0332
         	"ESO499-037	"	1.798110152390661	25.6779+-0.0332
         	"NGC3794	"	1.042999030778964	25.6779+-0.0332
         	"NGC4571	"	1.7801186623994973	25.6779+-0.0332
         	"UGC07774	"	1.242072235310147	25.6779+-0.0332
         	"ESO271-010	"	1.8329889147344223	25.6779+-0.0332
         	"IC3322	"	1.6276066692762887	25.6779+-0.0332
         	"ESO569-014	"	1.4580745899048466	25.6779+-0.0332
         	"NGC4771	"	1.6678161205092181	25.6779+-0.0332
         	"NGC4330	"	1.7819305332487274	25.6779+-0.0332
         	"IC4720	"	1.7319048774679255	25.6779+-0.0332
         	"NGC3495	"	1.1271726952381633	25.6779+-0.0332
         	"NGC3795A	"	1.7923706268379649	25.6779+-0.0332
         	"ESO385-033	"	1.0160058164266124	25.6779+-0.0332
         	"UGC09299	"	1.0137368673607305	25.6779+-0.0332
         	"UGC08146	"	1.36392972207281	25.6779+-0.0332
         	"NGC4498	"	1.6686392730695072	25.6779+-0.0332
         	"PGC024870	"	1.8187230151297027	25.6779+-0.0332
         	"ESO563-012	"	1.6416343336557355	25.6779+-0.0332
         	"UGC09345	"	1.0295910042536387	25.6779+-0.0332
         	"UGC09215	"	1.796453990609472	25.6779+-0.0332
         	"NGC5984	"	1.8430576894728037	25.6779+-0.0332
         	"NGC6237	"	1.8022196648194175	25.6779+-0.0332
         	"UGC05798	"	1.2501207372204923	25.6779+-0.0332
         	"IC2233	"	1.8401654854870007	25.6779+-0.0332
         	"NGC6689	"	1.7747449241072482	25.6779+-0.0332
         	"ESO481-018	"	1.205682643492922	25.6779+-0.0332
         	"UGC06534	"	1.0452168861415199	25.6779+-0.0332
         	"UGC06390	"	1.7851351778265017	25.6779+-0.0332
         	"PGC036643	"	1.1430161511498158	25.6779+-0.0332
         	"UGC05203	"	1.6933426801394806	25.6779+-0.0332
         	"NGC3027	"	1.013061472634062	25.6779+-0.0332
         	"UGC06594	"	1.3046768725249247	25.6779+-0.0332
         	"UGC08365	"	1.5412280765461985	25.6779+-0.0332
         	"UGC08726	"	1.034396516366484	25.6779+-0.0332
         	"NGC6339	"	1.0021054113128582	25.6779+-0.0332
         	"UGC01862	"	1.404405514811303	25.6779+-0.0332
         	"NGC3279	"	1.7312846539780873	25.6779+-0.0332
         	"UGC00711	"	1.8303146359100162	25.6779+-0.0332
         	"ESO423-002	"	1.2836300520142732	25.6779+-0.0332
         	"IC3247	"	1.1126934122565508	25.6779+-0.0332
         	"NGC5496	"	1.5852509254848577	25.6779+-0.0332
         	"UGC06378	"	1.2186335048713377	25.6779+-0.0332
         	"ESO146-014	"	1.4160147565241703	25.6779+-0.0332
         	"NGC7418A	"	1.3799647385668852	25.6779+-0.0332
         	"UGC05347	"	1.7456814868301336	25.6779+-0.0332
         	"UGC06791	"	1.8083622941423503	25.6779+-0.0332
         	"PGC043679	"	1.0856762782189369	25.6779+-0.0332
         	"ESO236-035	"	1.3703287079538176	25.6779+-0.0332
         	"NGC4631	"	1.6010135526562983	25.6779+-0.0332
         	"NGC4142	"	1.0133990462403397	25.6779+-0.0332
         	"UGC11566	"	1.0511794473327398	25.6779+-0.0332
         	"NGC5705	"	1.1742269324245127	25.6779+-0.0332
         	"NGC4197	"	1.0754963513261095	25.6779+-0.0332
         	"NGC4222	"	1.2963302792948899	25.6779+-0.0332
         	"ESO508-011	"	1.3803273089989259	25.6779+-0.0332
         	"ESO383-091	"	1.1565124390140304	25.6779+-0.0332
         	"NGC7320	"	1.1280212752595777	25.6779+-0.0332
         	"ESO358-063	"	1.032429305415255	25.6779+-0.0332
         	"UGC04390	"	1.7786606411671826	25.6779+-0.0332
         	"IC4871	"	1.503439754255668	25.6779+-0.0332
         	"ESO292-014	"	1.5635311325326038	25.6779+-0.0332
         	"ESO576-003	"	1.0094229677064745	25.6779+-0.0332
         	"ESO440-027	"	1.0530147356188524	25.6779+-0.0332
         	"UGC06023	"	1.4035315087369653	25.6779+-0.0332
         	"ESO490-045	"	1.6874263153400417	25.6779+-0.0332
         	"UGC03826	"	1.7129603730002962	25.6779+-0.0332
         	"NGC3782	"	1.1891176234746135	25.6779+-0.0332
         	"NGC5107	"	1.3909573702689535	25.6779+-0.0332
         	"UGC07991	"	1.7682424351894501	25.6779+-0.0332
         	"UGC05708	"	1.8366822289741995	25.6779+-0.0332
         	"UGC03876	"	1.0554297382408633	25.6779+-0.0332
         	"UGC10020	"	1.848076497931525	25.6779+-0.0332
         	"NGC4965	"	1.001633522721167	25.6779+-0.0332
         	"NGC5645	"	1.3700901019226301	25.6779+-0.0332
         	"UGC09760	"	1.784354090013773	25.6779+-0.0332
         	"UGC09482	"	1.3304004821350093	25.6779+-0.0332
         	"ESO550-024	"	1.0038792066143465	25.6779+-0.0332
         	"UGC06446	"	1.0601289345836702	25.6779+-0.0332
         	"NGC6509	"	1.0052944216534851	25.6779+-0.0332
         	"ESO563-034	"	1.79583095164725	25.6779+-0.0332
         	"NGC4635	"	1.5581688607390591	25.6779+-0.0332
         	"UGC05460	"	1.8174236482495165	25.6779+-0.0332
         	"ESO441-017	"	1.096830028080039	25.6779+-0.0332
         	"UGC09242	"	1.7852819504399389	25.6779+-0.0332
         	"UGC07394	"	1.777051033104687	25.6779+-0.0332
         	"UGC04238	"	1.3906132123392343	25.6779+-0.0332
         	"UGC06930	"	1.6124840064379085	25.6779+-0.0332
         	"NGC3443	"	1.6326636214615522	25.6779+-0.0332
         	"UGC04753	"	1.6564263384953648	25.6779+-0.0332
         	"PGC045824	"	1.0680191514746706	25.6779+-0.0332
         	"NGC4396	"	1.012332734651867	25.6779+-0.0332
         	"NGC5556	"	1.391370186924978	25.6779+-0.0332
         	"ESO576-040	"	1.0005628435821707	25.6779+-0.0332
         	"NGC4276	"	1.7438737653758398	25.6779+-0.0332
         	"NGC3913	"	1.6108540621500147	25.6779+-0.0332
         	"NGC4533	"	1.2358311251675416	25.6779+-0.0332
         	"NGC0337	"	1.752934210433857	25.6779+-0.0332
         	"ESO407-009	"	1.086303542942712	25.6779+-0.0332
         	"PGC006667	"	1.2086245247140168	25.6779+-0.0332
         	"NGC7437	"	1.7792855143748008	25.6779+-0.0332
         	"ESO450-014	"	1.192356351632241	25.6779+-0.0332
         	"ESO563-029	"	1.1161803387612044	25.6779+-0.0332
         	"NGC4393	"	1.3536888898250004	25.6779+-0.0332
         	"ESO425-002	"	1.2666606756644456	25.6779+-0.0332
         	"NGC1744	"	1.3255375094281385	25.6779+-0.0332
         	"NGC3079	"	1.296920943206219	25.6779+-0.0332
         	"PGC045652	"	1.47438690400345	25.6779+-0.0332
         	"UGC05249	"	1.1584750118773341	25.6779+-0.0332
         	"NGC3779	"	1.641446137094153	25.6779+-0.0332
         	"ESO430-026	"	1.001337040129549	25.6779+-0.0332
         	"ESO361-015	"	1.7027157775618809	25.6779+-0.0332
         	"ESO551-031	"	1.0724620081543865	25.6779+-0.0332
         	"IC1420	"	1.2924832692486512	25.6779+-0.0332
         	"ESO381-038	"	1.0357312505752896	25.6779+-0.0332
         	"PGC002805	"	1.0841380314265303	25.6779+-0.0332
         	"NGC7713	"	1.0324297828534923	25.6779+-0.0332
         	"ESO555-027	"	1.6870316147727613	25.6779+-0.0332
         	"PGC031979	"	1.1702697195018334	25.6779+-0.0332
         	"ESO382-031	"	1.056061329941463	25.6779+-0.0332
         	"ESO514-007	"	1.5560957314842192	25.6779+-0.0332
         	"ESO581-025	"	1.7275245112220068	25.6779+-0.0332
         	"ESO013-009	"	1.758510061043412	25.6779+-0.0332
         	"ESO138-014	"	1.2997466592309772	25.6779+-0.0332
         	"UGC04556	"	1.400734174869386	25.6779+-0.0332
         	"NGC3669	"	1.678213600296756	25.6779+-0.0332
         	"ESO248-002	"	1.5993769826055806	25.6779+-0.0332
         	"ESO372-009	"	1.068635193966716	25.6779+-0.0332
         	"ESO443-083	"	1.8175736220871241	25.6779+-0.0332
         	"PGC006190	"	1.4001730727548964	25.6779+-0.0332
         	"PGC030591	"	1.0824517521878434	25.6779+-0.0332
         	"ESO576-026	"	1.2038393649192876	25.6779+-0.0332
         	"ESO490-010	"	1.7878659510096064	25.6779+-0.0332
         	"NGC4713	"	1.5996716439052359	25.6779+-0.0332
         	"IC3474	"	1.0733569331312935	25.6779+-0.0332
         	"IC5332	"	1.8152636372757036	25.6779+-0.0332
         	"UGC05922	"	1.209290206439605	25.6779+-0.0332
         	"UGC08909	"	1.5500249137854971	25.6779+-0.0332
         	"ESO577-038	"	1.0037048504730615	25.6779+-0.0332
         	"NGC0247	"	1.7088508484086091	25.6779+-0.0332
         	"NGC5668	"	1.687940754307771	25.6779+-0.0332
         	"NGC4775	"	1.071765122034266	25.6779+-0.0332
         	"UGC03830	"	1.2234277937247806	25.6779+-0.0332
         	"UGC11074	"	1.4463960886514693	25.6779+-0.0332
         	"UGC08041	"	1.008067307687288	25.6779+-0.0332
         	"PGC008962	"	1.8135806388405036	25.6779+-0.0332
         	"ESO214-017	"	1.8389516720516432	25.6779+-0.0332
         	"NGC4145	"	1.3390360156863583	25.6779+-0.0332
         	"ESO116-012	"	1.432142548063013	25.6779+-0.0332
         	"ESO440-049	"	1.0003540866164944	25.6779+-0.0332
         	"NGC3113	"	1.0002874817317087	25.6779+-0.0332
         	"ESO440-011	"	1.0040548549441257	25.6779+-0.0332
         	"ESO146-001	"	1.063955665145203	25.6779+-0.0332
         	"NGC2805	"	1.731229746247554	25.6779+-0.0332
         	"NGC5774	"	1.0434763345514004	25.6779+-0.0332
         	"ESO219-021	"	1.00308478293701	25.6779+-0.0332
         	"NGC1325A	"	1.3181008615872905	25.6779+-0.0332
         	"NGC4020	"	1.6349136750293343	25.6779+-0.0332
         	"IC3896A	"	1.023083708197546	25.6779+-0.0332
         	"NGC3906	"	1.7836465259334422	25.6779+-0.0332
         	"ESO008-004	"	1.7815200529109905	25.6779+-0.0332
         	"IC1914	"	1.286723249001401	25.6779+-0.0332
         	"PGC016772	"	1.4896262122057276	25.6779+-0.0332
         	"PGC006864	"	1.05191963552677	25.6779+-0.0332
         	"NGC4010	"	1.0000557518582625	25.6779+-0.0332
         	"NGC3621	"	1.7269485583998712	25.6779+-0.0332
         	"NGC5964	"	1.03998319247459	25.6779+-0.0332
         	"NGC5585	"	1.0400875141283918	25.6779+-0.0332
         	"NGC0300	"	1.0088665448994307	25.6779+-0.0332
         	"ESO060-019	"	1.0000244834023013	25.6779+-0.0332
         	"NGC4519	"	1.2144456964338348	25.6779+-0.0332
         	"PGC011367	"	1.0041789988460217	25.6779+-0.0332
         	"ESO357-012	"	1.4699282204687123	25.6779+-0.0332
         	"PGC037323	"	1.094973614840081	25.6779+-0.0332
         	"ESO233-053	"	1.4874543739218102	25.6779+-0.0332
         	"NGC6654A	"	1.659858002649863	25.6779+-0.0332
         	"NGC0925	"	1.444509017313152	25.6779+-0.0332
         	"PGC032091	"	1.297930382124248	25.6779+-0.0332
         	"NGC4455	"	1.31256135205912	25.6779+-0.0332
         	"ESO380-025	"	1.4949706859952376	25.6779+-0.0332
         	"PGC018154	"	1.0044943241475077	25.6779+-0.0332
         	"PGC062387	"	1.6934672985906212	25.6779+-0.0332
         	"PGC027825	"	1.5075873814323397	25.6779+-0.0332
         	"NGC2500	"	1.1802989801258195	25.6779+-0.0332
         	"PGC2792068	"	1.31711895507038	25.6779+-0.0332
         	"ESO363-015	"	1.751512056877343	25.6779+-0.0332
         	"NGC4490	"	1.3455231553797011	25.6779+-0.0332
         	"ESO548-070	"	1.0578068769732343	25.6779+-0.0332
         	"ESO508-007	"	1.5150657445273075	25.6779+-0.0332
         	"NGC4781	"	1.598726354764441	25.6779+-0.0332
         	"ESO220-032	"	1.7341445824013462	25.6779+-0.0332
         	"IC1555	"	1.7628382585581546	25.6779+-0.0332
         	"ESO433-004	"	1.3266168500076114	25.6779+-0.0332
         	"IC5269C	"	1.2606152933511572	25.6779+-0.0332
         	"ESO345-046	"	1.5363458359741287	25.6779+-0.0332
         	"NGC1494	"	1.7030360850964184	25.6779+-0.0332
         	"NGC6821	"	1.0837660728927179	25.6779+-0.0332
         	"UGC04867	"	1.0175131299123676	25.6779+-0.0332
         	"ESO021-002	"	1.0003127552483013	25.6779+-0.0332
         	"NGC0600	"	1.6130766772740843	25.6779+-0.0332
         	"ESO079-005	"	1.2897741115561425	25.6779+-0.0332
         	"ESO565-029	"	1.0418842712834662	25.6779+-0.0332
         	"NGC1313	"	1.110864933695921	25.6779+-0.0332
         	"ESO028-014	"	1.788302436206527	25.6779+-0.0332
         	"NGC5725	"	1.3339181944689886	25.6779+-0.0332
         	"NGC4288	"	1.4454413106959665	25.6779+-0.0332
         	"ESO504-028	"	1.4266818859398753	25.6779+-0.0332
         	"NGC3589	"	1.523348303925961	25.6779+-0.0332
         	"PGC017978	"	1.5259255911543181	25.6779+-0.0332
         	"ESO489-023	"	1.1345282832726546	25.6779+-0.0332
         	"UGC09057	"	1.1573417838096955	25.6779+-0.0332
         	"ESO311-007	"	1.5590000670413677	25.6779+-0.0332
         	"PGC025938	"	1.0756978816343121	25.6779+-0.0332
         	"PGC289052	"	1.6798883138987355	25.6779+-0.0332
         	"NGC5892	"	1.0235840748007943	25.6779+-0.0332
         	"PGC003853	"	1.003004169516293	25.6779+-0.0332
         	"NGC4561	"	1.1972440223512812	25.6779+-0.0332
         	"NGC4178	"	1.8445133246282215	25.6779+-0.0332
         	"PGC070657	"	1.0188968879156541	25.6779+-0.0332
         	"NGC4173	"	1.5634919410544985	25.6779+-0.0332
         	"ESO030-008	"	1.0791112061222425	25.6779+-0.0332
         	"ESO340-009	"	1.5488310013814166	25.6779+-0.0332
         	"NGC4747	"	1.1454680128522823	25.6779+-0.0332
         	"ESO489-006	"	1.8415946052582897	25.6779+-0.0332
         	"ESO324-023	"	1.0566735305657138	25.6779+-0.0332
         	"IC1125	"	1.8381868496253635	25.6779+-0.0332
         	"NGC4948	"	1.8304825303378411	25.6779+-0.0332
         	"IC4536	"	1.2505357839239641	25.6779+-0.0332
         	"NGC7793	"	1.5559824851593236	25.6779+-0.0332
         	"UGC08995	"	1.3027405147221496	25.6779+-0.0332
         	"UGC04882	"	1.3682664956563164	25.6779+-0.0332
         	"ESO562-019	"	1.0000184848828988	25.6779+-0.0332
         	"PGC027833	"	1.1090446936918108	25.6779+-0.0332
         	"NGC4207	"	1.0241531940068502	25.6779+-0.0332
         	"UGC06112	"	1.4840977447486137	25.6779+-0.0332
         	"NGC4116	"	1.060672029070707	25.6779+-0.0332
         	"ESO497-002	"	1.7586188045896736	25.6779+-0.0332
         	"NGC3252	"	1.828264624868357	25.6779+-0.0332
         	"PGC012798	"	1.0804157645334869	25.6779+-0.0332
         	"NGC4496A	"	1.3730741809449911	25.6779+-0.0332
         	"UGC02370	"	1.6930916241274503	25.6779+-0.0332
         	"UGC05151	"	1.7902847957613102	25.6779+-0.0332
         	"PGC165693	"	1.7836892556885025	25.6779+-0.0332
         	"PGC014768	"	1.4315966854479916	25.6779+-0.0332
         	"NGC3287	"	1.0374106311250986	25.6779+-0.0332
         	"IC4986	"	1.8014419754160973	25.6779+-0.0332
         	"ESO427-034	"	1.0161811256862632	25.6779+-0.0332
         	"ESO595-010	"	1.0095273343112106	25.6779+-0.0332
         	"ESO013-016	"	1.537842534521617	25.6779+-0.0332
         	"ESO063-011	"	1.018085119086591	25.6779+-0.0332
         	"UGC12344	"	1.000000065901647	25.6779+-0.0332
         	"PGC036551	"	1.135923257777354	25.6779+-0.0332
         	"ESO482-005	"	1.3919080957091603	25.6779+-0.0332
         	"PGC045195	"	1.054448294096306	25.6779+-0.0332
         	"ESO580-022	"	1.3991298385707658	25.6779+-0.0332
         	"IC3259	"	1.291516437064988	25.6779+-0.0332
         	"ESO236-006	"	1.0376394247989327	25.6779+-0.0332
         	"ESO161-001	"	1.3320059986744186	25.6779+-0.0332
         	"ESO505-003	"	1.1015207928234592	25.6779+-0.0332
         	"ESO010-004	"	1.778258145968323	25.6779+-0.0332
         	"ESO418-008	"	1.6009075754687325	25.6779+-0.0332
         	"NGC4633	"	1.7625490657239344	25.6779+-0.0332
         	"ESO548-021	"	1.3424130410072017	25.6779+-0.0332
         	"ESO504-030	"	1.09412028002648	25.6779+-0.0332
         	"IC3414	"	1.113348659484037	25.6779+-0.0332
         	"NGC0045	"	1.7762148723530886	25.6779+-0.0332
         	"UGC06531	"	1.707442163457509	25.6779+-0.0332
         	"PGC009559	"	1.1476856507508542	25.6779+-0.0332
         	"NGC4534	"	1.5801582377731707	25.6779+-0.0332
         	"NGC4517A	"	1.117125354994786	25.6779+-0.0332
         	"NGC5789	"	1.7490709189102576	25.6779+-0.0332
         	"NGC2427	"	1.0730148662920742	25.6779+-0.0332
         	"ESO007-006	"	1.066627110912375	25.6779+-0.0332
         	"UGC11861	"	1.4533754009075006	25.6779+-0.0332
         	"ESO491-009	"	1.8446457166519323	25.6779+-0.0332
         	"ESO150-005	"	1.0168994220513685	25.6779+-0.0332
         	"UGC09364	"	1.1353706769357668	25.6779+-0.0332
         	"PGC052618	"	1.033832114474893	25.6779+-0.0332
         	"IC0284	"	1.810347783981514	25.6779+-0.0332
         	"NGC7250	"	1.0204802331445513	25.6779+-0.0332
         	"IC0600	"	1.128372932131004	25.6779+-0.0332
         	"NGC3659	"	1.4268888582827755	25.6779+-0.0332
         	"UGC05349	"	1.0952014738973517	25.6779+-0.0332
         	"UGC05376	"	1.04060050258503	25.6779+-0.0332
         	"NGC4027	"	1.1583741206017906	25.6779+-0.0332
         	"ESO328-043	"	1.1491785794388945	25.6779+-0.0332
         	"UGC11557	"	1.0783365958840785	25.6779+-0.0332
         	"ESO293-045	"	1.2202997301743068	25.6779+-0.0332
         	"ESO219-022	"	1.43998226290937	25.6779+-0.0332
         	"ESO400-025	"	1.8175549789035024	25.6779+-0.0332
         	"UGC03390	"	1.8145709074976872	25.6779+-0.0332
         	"PGC044506	"	1.0433108727726363	25.6779+-0.0332
         	"NGC4592	"	1.0924477437761668	25.6779+-0.0332
         	"ESO513-004	"	1.1186116448806647	25.6779+-0.0332
         	"PGC091755	"	1.0429779268317654	25.6779+-0.0332
         	"ESO289-026	"	1.8340278222095274	25.6779+-0.0332
         	"ESO347-029	"	1.5808345873181753	25.6779+-0.0332
         	"UGC09470	"	1.3559942956596127	25.6779+-0.0332
         	"UGC01240	"	1.6710855809323986	25.6779+-0.0332
         	"PGC044278	"	1.5079374613656693	25.6779+-0.0332
         	"NGC4423	"	1.1219855113832218	25.6779+-0.0332
         	"UGC00132	"	1.0316043271997275	25.6779+-0.0332
         	"ESO054-021	"	1.2938524238613383	25.6779+-0.0332
         	"ESO137-027	"	1.0195860541330894	25.6779+-0.0332
         	"IC1291	"	1.4637642818858514	25.6779+-0.0332
         	"ESO384-005	"	1.0758196451170872	25.6779+-0.0332
         	"NGC5147	"	1.404634489220877	25.6779+-0.0332
