   GCN        Name       Time    TimeHHMMSS  Duration   Fluence  Err_Fluence(-)  Err_Fluence(+)      PFti  PFscale       PF  Err_PF(-)  Err_PF(+)    Ep  Err_Ep(-)  Err_Ep(+)       Mode  Z(Redshift) 
 22005  GRB171011B   3931.430  01:05:31.430     18.2s   7.02E-5        -0.56E-5        +0.57E-5    +1.456    0.064  5.55E-5   -0.61E-5   +0.62E-5   315        -33        +37  triggered           -- 
 22003  GRB171010A  68460.142  19:01:00.142      155s    6.5E-4         -0.2E-4         +0.2E-4   +26.496    0.064  2.45E-5   -0.17E-5   +0.17E-5   171         -6         +7  triggered         0.33 
 21926  GRB170921B  14528.886  04:02:08.886       25s   5.44E-5        -0.22E-5        +0.22E-5    +0.704    0.064  6.75E-6   -1.20E-6   +1.21E-6   138         -6         +7  triggered           -- 
 21859  GRB170906A   2607.999  00:43:27.999       91s   1.19E-4        -0.21E-4        +0.22E-4   +11.184    0.064  9.25E-6   -2.67E-6   +2.97E-6   274        -37        +43  triggered           -- 
 21857  GRB170906C  26780.985  07:26:20.985     65.8s   1.60E-5        -0.19E-5        +0.28E-5    +0.354    0.064  2.77E-6   -0.73E-6   +0.74E-6   154        -19        +26  triggered           -- 
 21852  GRB170904A   35162.28  09:46:02.280        --   1.73E-4        -0.09E-4        +0.09E-4   +11.728    0.064  1.90E-5   -0.32E-5   +0.32E-5   466        -36        +40  triggered           -- 
 21775  GRB170827B  70686.844  19:38:06.844    0.180s    4.2E-7         -0.8E-7         +1.1E-7    +0.018    0.016   3.8E-6    -1.3E-6    +1.5E-6   345        -79       +121  triggered           -- 
 21774  GRB170826A  31868.408  08:51:08.408      0.3s    1.1E-6         -0.2E-6         +1.1E-6    -0.032    0.016   1.1E-5    -0.4E-5    +1.2E-5   682       -261      +3960  triggered           -- 
 21767  GRB170826B  70742.555  19:39:02.555     23.6s   5.70E-5        -0.53E-5        +0.53E-5    +1.728    0.064  1.62E-5   -0.29E-5   +0.30E-5   261        -32        +46  triggered           -- 
 21679  GRB170822A  33111.022  09:11:51.022       62s   8.57E-6        -0.76E-6        +0.88E-6    +0.266    0.064  1.66E-6   -0.60E-6   +0.60E-6    70        -12        +12  triggered           -- 
 21630  GRB170816A  51789.108  14:23:09.108      0.3s    6.6E-6         -2.4E-6         +4.2E-6    +0.175    0.016   5.9E-5    -0.7E-5    +0.7E-5  1156       -556      +1626  triggered           -- 
 21447  GRB170808B  80859.187  22:27:39.187     18.5s   2.20E-4        -0.08E-4        +0.08E-4   +15.008    0.064  7.54E-5   -1.02E-5   +1.03E-5   238        -16        +17  triggered           -- 
 21442  GRB170805B  51527.165  14:18:47.165      0.2s   1.23E-6        -0.21E-6        +0.46E-6    -0.008    0.016  2.25E-5   -0.47E-5   +0.89E-5   720       -192       +474  triggered           -- 
 21398  GRB170728B  82998.412  23:03:18.412      0.5s   3.96E-6        -0.75E-6        +0.93E-6    -0.016    0.064  4.38E-6   -0.91E-6   +0.93E-6   160        -43       +103  triggered           -- 
 21330  GRB170708A   3974.665  01:06:14.665      0.2s   8.04E-7         -1.2E-7         +1.4E-7    -0.014    0.016  1.48E-5   -0.37E-5   +0.40E-5   269        -75       +147  triggered           -- 
 21299  GRB170705A   9956.188  02:45:56.188       25s   1.76E-5        -0.19E-5        +0.20E-5    +2.384    0.064  4.21E-6   -0.94E-6   +0.96E-6   155        -22        +31  triggered        2.010 
 21280  GRB170626B   3482.215  00:58:02.215     16.8s   4.12E-5        -0.20E-5        +0.22E-5    +4.256    0.064  1.03E-5   -0.18E-5   +0.18E-5   423        -38        +45  triggered           -- 
 21278  GRB170626A  34640.048  09:37:20.048     12.8s   1.22E-5        -0.05E-5        +0.05E-5    +0.576    0.064  6.70E-6   -0.97E-6   +0.98E-6   110         -7         +8  triggered           -- 
 21258  GRB170616A  57991.385  16:06:31.385      42ms   3.39E-6        -1.05E-6        +1.14E-6    -0.014    0.016  1.14E-4   -0.52E-4   +0.56E-4  2500     --1200      +2700  triggered           -- 
 21246  GRB170607B  81725.036  22:42:05.036       35s    7.2E-5         -0.8E-5         +0.8E-5   +18.752    0.064   8.1E-6    -1.2E-6    +1.2E-6   512        -50        +49  triggered           -- 
 21167  GRB170529A  25541.567  07:05:41.567      226s   1.73E-4        -0.40E-4        +0.62E-4    +7.504    0.064  1.54E-5   -0.27E-5   +0.28E-5   422       -188       +142  triggered           -- 
 21166  GRB170527A  41466.714  11:31:06.714       57s    8.9E-5         -0.6E-5         +0.6E-5    +0.640    0.064  1.79E-5   -0.13E-5   +0.13E-5   571        -47        +55  triggered           -- 
 21148  GRB170524B  38438.475  10:40:38.475       24s    5.7E-5         -0.4E-5         +0.4E-5    +1.644    0.064  1.44E-5   -0.10E-5   +0.10E-5   766        -74        +87  triggered           -- 
 21131  GRB170522B  84124.494  23:22:04.494       87s   1.75E-4        -0.11E-4        +0.11E-4    +8.640    0.064  2.36E-5   -0.24E-5   +0.24E-5   252        -24        +26  triggered           -- 
 21129  GRB170522A  56735.921  15:45:35.921      7.4s    3.8E-5         -0.4E-5         +0.4E-5    +2.048    0.064  1.41E-5   -0.14E-5   +0.14E-5   289        -37        +49  triggered           -- 
 21090  GRB170510A  18750.788  05:12:30.788      141s   5.70E-5        -0.70E-5        +1.51E-5   +20.688    0.064  5.60E-6   -1.12E-6   +1.63E-6   261        -36        +42  triggered           -- 
 21045  GRB170428A  33218.719  09:13:38.719     0.14s   4.20E-6        -0.90E-6        +0.91E-6    +0.056    0.016  5.00E-5   -1.52E-5   +1.53E-5   982       -355       +394  triggered           -- 
 21036  GRB170424A  36769.094  10:12:49.094       62s   3.46E-5        -0.32E-5        +0.44E-5    -0.046    0.064  2.81E-6   -1.05E-6   +1.11E-6   353        -70       +111  triggered           -- 
 21007  GRB170409A   9741.024  02:42:21.024        --    5.7E-4         -0.2E-4         +0.2E-4   +12.982    0.064   5.7E-4    -0.2E-4    +0.2E-4   808        -65        +69  triggered           -- 
 20995  GRB170405A  67181.254  18:39:41.254      100s   1.05E-4        -0.12E-4        +0.12E-4   +15.744    0.064   5.9E-6    -0.9E-6    +0.9E-6   244        -27        +32  triggered        3.510 
 20977  GRB170403A  50358.544  13:59:18.544     0.12s    5.4E-7         -0.8E-7         +0.8E-7    -0.016    0.016   7.6E-6    -1.8E-6    +1.8E-6   357        -58        +90  triggered           -- 
 20974  GRB170330A  80850.946  22:27:30.946       12s   1.85E-5        -0.54E-5        +0.42E-5    +4.912    0.064  4.91E-6   -2.23E-6   +2.17E-6   226        -66       +190  triggered           -- 
 20952  GRB170329A  33423.095  09:17:03.095        7s   1.47E-5        -0.18E-5        +0.22E-5    +0.346    0.064  4.74E-6   -1.61E-6   +1.66E-6   688       -109       +153  triggered           -- 
 20935  GRB170320A  13359.957  03:42:39.957       30s   1.87E-5        -0.30E-5        +0.34E-5    +0.592    0.064  1.01E-5   -0.19E-5   +0.20E-5   111        -22        +23  triggered           -- 
 20865  GRB170311B  49504.661  13:45:04.661       30s    8.0E-5         -0.6E-5         +0.6E-5    +5.888    0.064   2.5E-5    -0.3E-5    +0.3E-5   440        -28        +30  triggered           -- 
 20831  GRB170306B  50850.920  14:07:30.920       25s    3.4E-5         -0.4E-5         +0.4E-5    +3.712    0.064   4.1E-6    -0.6E-6    +0.6E-6   237        -27        +27  triggered           -- 
 20806  GRB170228A  68584.788  19:03:04.788       20s   4.99E-5        -0.99E-5        +1.51E-5    +0.316    0.064  8.97E-6   -2.47E-6   +2.57E-6  1017       -317       +657  triggered           -- 
 20731  GRB170222A  18056.528  05:00:56.528      1.9s   9.10E-6        -2.43E-6        +3.61E-6    +1.104    0.064  1.23E-5   -0.46E-5   +0.76E-5  1210       -418       +830  triggered           -- 
 20703  GRB170219A    186.125  00:03:06.125     0.25s    1.6E-6         -0.6E-6         +0.6E-6    +0.064    0.016   2.8E-5    -0.9E-5    +0.9E-5  1620       -660      +1920  triggered           -- 
 20678  GRB170214A  56076.276  15:34:36.276      150s   2.41E-4        -0.17E-4        +0.17E-4   +52.480    0.064  8.77E-6   -0.13E-6   +0.13E-6   330        -19        +21  triggered           -- 
 20668  GRB170210A   10092.18  02:48:12.180      124s   1.40E-4        -0.16E-4        +0.16E-4    +7.152    0.064  1.83E-5   -0.33E-5   +0.33E-5   392        -40        +45  triggered           -- 
 20659  GRB170209A   4120.061  01:08:40.061       40s   8.35E-6        -0.69E-6        +0.76E-6    +1.904    0.064  2.75E-6   -0.80E-6   +0.84E-6   126        -13        +18  triggered           -- 
 20643  GRB170208B  81222.750  22:33:42.750       11s   8.17E-6        -0.44E-6        +0.46E-6    +1.072    0.064  2.55E-6   -0.82E-6   +0.82E-6   105         -7         +8  triggered           -- 
 20641  GRB170208A  65479.756  18:11:19.756        8s   2.62E-6        -0.31E-6        +0.37E-6    -0.012    0.064  1.94E-6   -0.65E-6   +0.67E-6   153        -24        +36  triggered           -- 
 20629  GRB170207A   78301.73  21:45:01.730       42s   7.84E-5        -0.96E-5        +0.85E-5   +18.016    0.064  1.50E-5   -0.21E-5   +0.26E-5   394        -33        +42  triggered           -- 
 20625  GRB170206A  39121.226  10:52:01.226      1.5s   1.49E-5        -0.15E-5        +0.16E-5    +0.306    0.016  3.30E-5   -0.64E-5   +0.66E-5   260        -29        +33  triggered           -- 
 20614  GRB170205A  45549.824  12:39:09.824       56s   1.22E-5        -0.20E-5        +0.24E-5    -0.220    0.064  3.29E-6   -1.62E-6   +1.99E-6    --         --         --  triggered           -- 
 20567  GRB170127C   5744.660  01:35:44.660   0.170ms   1.62E-5        -0.25E-5        +0.49E-5    +0.192    0.016   1.1E-4    -0.1E-4    +0.1E-4   887        -88        +90  triggered           -- 
 20547  GRB170126A  41440.253  11:30:40.253       28s   8.25E-6        -0.81E-6        +0.94E-6    +0.992    0.064  2.87E-6   -0.85E-6   +0.87E-6   188        -27        +40  triggered           -- 
 20476  GRB170115B  64155.241  17:49:15.241       50s   1.26E-4        -0.12E-4        +0.12E-4    +0.512    0.064   3.1E-5    -0.2E-5    +0.2E-5  1114       -156       +180  triggered           -- 
 20362  GRB170101A   8757.802  02:25:57.802        4s   1.35E-5        -0.18E-5        +0.20E-5    +0.264    0.064  1.86E-5   -0.23E-5   +0.24E-5   123        -21        +23  triggered           -- 
 20327  GRB161219B         --            --        --        --              --              --        --       --       --         --         --    --         --         --         --           -- 
 20304  GRB161218B  30761.134  08:32:41.134       30s    8.6E-5         -0.4E-5         +0.4E-5    +1.344    0.064   2.7E-5    -0.2E-5    +0.2E-5   203         -8         +8  triggered           -- 
 20292  GRB161218A  13651.970  03:47:31.970        7s   1.24E-5        -0.10E-5        +0.10E-5    +0.640    0.064   4.6E-5    -0.4E-5    +0.4E-5   128         -8         +8  triggered           -- 
 20238  GRB161202A  83508.822  23:11:48.822    181.0s   2.90E-5        -0.40E-5        +0.73E-5    +3.920    0.064  3.03E-6   -0.80E-6   +0.80E-6   222        -63       +201  triggered           -- 
 20197  GRB161117A   5738.426  01:35:38.426        --   2.41E-5        -0.14E-5        +0.15E-5    -0.342    0.064  2.41E-5   -0.14E-5   +0.15E-5    69         -7         +6  triggered        1.549 
 20111  GRB161023A  81552.321  22:39:12.321       50s    4.2E-5         -0.6E-5         +0.6E-5    -8.320    0.064   5.3E-6    -0.8E-6    +0.8E-6   163        -28        +37  triggered        2.708 
 20093  GRB161020B    65597.4  18:13:17.400     45.6s   5.12E-5        -0.48E-5        +0.54E-5    +3.136    0.064  6.42E-6   -1.29E-6   +1.33E-6   186        -19        +21  triggered           -- 
 20062  GRB161015A  61386.899  17:03:06.899       16s   1.11E-5        -0.08E-5        +0.09E-5    +1.888    0.064  4.01E-6   -0.84E-6   +0.85E-6   215        -26        +34  triggered           -- 
 20059  GRB161014A  45088.321  12:31:28.321       25s    4.7E-6         -0.7E-6         +0.7E-6    -0.032    0.064   1.3E-6    -0.4E-6    +0.4E-6   226        -79       +267  triggered        2.823 
 20027  GRB161010A  48993.832  13:36:33.832       22s   3.36E-5        -0.38E-5        +0.40E-5    +1.008    0.064  1.07E-5   -0.26E-5   +0.26E-5   205        -39        +56  triggered           -- 
 20005  GRB161004B  83274.317  23:07:54.317       18s   1.71E-5        -0.07E-5        +0.08E-5    +4.144    0.064  3.43E-6   -0.80E-6   +0.80E-6   175        -12        +14  triggered           -- 
 19977  GRB161001A   3919.479  01:05:19.479      0.5s    1.8E-6         -0.5E-6         +0.5E-6    -0.016    0.016   8.0E-6    -3.5E-6    +3.5E-6   437       -117       +190  triggered           -- 
 19913  GRB160910A  62379.089  17:19:39.089       50s   1.36E-4        -0.09E-4        +0.10E-4    +5.120    0.064  1.36E-4   -0.09E-4   +0.10E-4   315        -29        +31  triggered           -- 
 19900  GRB160905A  40735.196  11:18:55.196       44s   1.50E-4        -0.11E-4        +0.11E-4   +10.224    0.064  1.17E-5   -0.23E-5   +0.23E-5   594        -50        +56  triggered           -- 
 19853  GRB160822A  58061.153  16:07:41.153     0.03s   7.60E-7        -1.87E-7        +5.46E-7    -0.006    0.016  3.95E-5   -1.40E-5   +4.02E-5   599       -222      +2249  triggered           -- 
 19851  GRB160820A  42855.115  11:54:15.115      0.2s   7.54E-7        -0.86E-7        +0.94E-7    -0.058    0.016  5.63E-6   -1.50E-6   +1.52E-6   383        -67        +73  triggered           -- 
 19842  GRB160821A  74179.687  20:36:19.687      320s   1.17E-3        -0.03E-3        +0.03E-3   +22.320    0.064  1.06E-4   -0.13E-4   +0.13E-4   710        -44        +47  triggered           -- 
 19810  GRB160816A  63061.653  17:31:01.653       14s   3.16E-5        -0.10E-5        +0.11E-5    +8.032    0.064  1.63E-5   -0.16E-5   +0.16E-5   239        -11        +12  triggered           -- 
 19785  GRB160806A  50460.639  14:01:00.639      1.0s   1.16E-6        -0.23E-6        +0.49E-6    -0.026    0.016  5.98E-6   -3.46E-6   +4.98E-6   219        -76       +395  triggered           -- 
 19767  GRB160802A  22409.945  06:13:29.945     20.0s   8.37E-5        -0.47E-5        +0.50E-5    +0.976    0.064  3.27E-5   -0.41E-5   +0.42E-5   273        -14        +15  triggered           -- 
 19733  GRB160726A   5645.315  01:34:05.315      0.2s    1.5E-6         -0.5E-6         +0.5E-6    +0.016    0.016   1.1E-5    -0.3E-5    +0.3E-5   424       -163       +389  triggered           -- 
 19727  GRB160720A  66314.254  18:25:14.254      160s   1.50E-4        -0.05E-4        +0.05E-4   +10.288    0.064  1.31E-5   -0.16E-5   +0.16E-5   227         -8         +9  triggered           -- 
 19694  GRB160712A  71621.420  19:53:41.420       25s    6.5E-6         -2.0E-6         +2.0E-6    +0.128    0.064   2.7E-6    -0.8E-6    +0.8E-6   460       -117       +204  triggered           -- 
 19677  GRB160709A  71345.896  19:49:05.896      0.4s    1.5E-5         -0.3E-5         +0.3E-5    +0.256    0.016   6.3E-5    -0.9E-5    +0.9E-5  2554       -509       +664  triggered           -- 
 19667  GRB160702A  44544.054  12:22:24.054     200ms    2.5E-6         -0.7E-6         +0.7E-6    -0.016    0.016   3.0E-5    -0.4E-5    +0.4E-5   782       -186       +308  triggered           -- 
 19649  GRB160703A  43807.015  12:10:07.015       50s    2.7E-5         -0.2E-5         +0.2E-5   +23.360    0.064   2.8E-6    -0.3E-6    +0.3E-6   327        -36        +46  triggered           -- 
 19635  GRB160629A  80385.314  22:19:45.314       40s    1.5E-5         -0.4E-5         +0.6E-5   +10.560    0.064   1.4E-6    -0.3E-6    +0.3E-6   227        -41        +41  triggered        3.332 
 19618  GRB160620A  18380.236  05:06:20.236      1.5s    4.8E-6         -0.6E-6         +1.1E-6    +0.608    0.016   4.8E-6    -0.6E-6    +1.1E-6   158        -27        +23  triggered           -- 
 19604  GRB160625B  81619.875  22:40:19.875        1s   9.44E-4        -0.16E-4        +0.16E-4  +188.928    0.256  1.26E-4   -0.10E-4   +0.10E-4   554        -19        +20  triggered        1.406 
 19554  GRB160623A  17977.594  04:59:37.594        --    6.6E-4         -0.1E-4         +0.1E-4    +9.920    0.064  1.27E-4   -0.03E-4   +0.03E-4   562        -23        +23  triggered           -- 
 19539  GRB160612A  72767.893  20:12:47.893      0.2s   1.02E-6        -0.13E-6        +0.12E-6    -0.074    0.016  1.16E-5   -0.26E-5   +0.26E-5  1460      --620      +8000  triggered           -- 
 19511  GRB160607A  40436.923  11:13:56.923       38s   4.12E-5        -0.51E-5        +0.64E-5   +11.952    0.064  4.12E-5   -0.51E-5   +0.64E-5   176        -42        +25  triggered           -- 
 19477  GRB160530A  25426.549  07:03:46.549       37s   1.30E-4        -0.04E-4        +0.04E-4    +2.416    0.064  3.70E-5   -0.38E-5   +0.38E-5   638        -33        +36  triggered           -- 
 19462  GRB160521B  33237.337  09:13:57.337      6.4s   1.32E-5        -0.15E-5        +0.17E-5    +1.504    0.064  1.01E-5   -0.14E-5   +0.14E-5   165        -16        +17  triggered           -- 
 19417  GRB160509A  32326.696  08:58:46.696        --   2.90E-4        -0.35E-4        +0.35E-4   +12.096    0.064   2.8E-5    -0.2E-5    +0.2E-5   288        -45        +48  triggered           -- 
 19342  GRB160424A  42546.397  11:49:06.397      2.3s   1.59E-6        -0.35E-6        +0.60E-6    +0.464    0.064  1.71E-6   -0.62E-6   +0.84E-6   133        -40       +134  triggered           -- 
 19312  GRB160409A  21254.430  05:54:14.430       35s    1.8E-5         -0.3E-5         +0.3E-5    +4.846    0.064   1.5E-6    -0.2E-6    +0.2E-6   209        -18        +22  triggered           -- 
 19288  GRB160410A  18592.644  05:09:52.644        2s   1.20E-5         -0.3E-5         +0.3E-5    -0.016    0.016   2.8E-5    -0.4E-5    +0.4E-5  1416       -356       +528  triggered        1.717 
 19244  GRB160325A  25162.835  06:59:22.835       45s   1.73E-5        -0.12E-5        +0.14E-5   +10.304    0.064  3.04E-6   -1.04E-6   +1.08E-6   214        -23        +31  triggered           -- 
 19167  GRB160310A   1391.997  00:23:11.997       30s    6.8E-6         -1.5E-6         +1.5E-6    -0.192    0.064   2.1E-6    -0.4E-6    +0.4E-6   316        -95       +206  triggered           -- 
 19070  GRB160219A  24973.245  06:56:13.245     0.96s   1.57E-6        -0.21E-6        +0.25E-6    -0.028    0.016  1.22E-5   -0.27E-5   +0.27E-5   753       -187       +395  triggered           -- 
 19045  GRB160220B  40259.435  11:10:59.435     33.3s   1.49E-5        -0.11E-5        +0.11E-5    +0.896    0.016  4.32E-6   -1.91E-6   +1.92E-6   197        -20        +26  triggered           -- 
 19019  GRB160216A  69030.129  19:10:30.129      3.6s   3.05E-6        -0.35E-6        +0.39E-6    +2.864    0.064  2.62E-6   -0.70E-6   +0.71E-6   140        -18        +25  triggered           -- 
 18974  GRB160131A  30044.577  08:20:44.577      200s   3.26E-4        -0.32E-4        +0.31E-4    +2.704    0.064  2.23E-5   -0.46E-5   +0.46E-5   586       -259       +518  triggered        0.972 
 18876  GRB160113A  34379.515  09:32:59.515        --    2.4E-5         -0.1E-5         +0.1E-5    +5.184    0.064   4.0E-6    -0.3E-6    +0.4E-6    97         -4         +4  triggered           -- 
 18866  GRB151231A  38267.351  10:37:47.351       91s   9.03E-5        -0.64E-5        +0.65E-5    +5.952    0.064  1.27E-5   -0.19E-5   +0.19E-5   163        -10        +11  triggered           -- 
 18865  GRB160111A  26526.639  07:22:06.639      0.3s    2.4E-6         -0.8E-6         +1.0E-6    +0.128    0.016   9.7E-6    -3.1E-6    +4.1E-6   682       -222       +367  triggered           -- 
 18857  GRB160107A  80440.646  22:20:40.646        --   2.48E-5        -0.28E-5        +0.54E-5   +25.232    0.064  2.48E-5   -0.28E-5   +0.54E-5   131        -36        +85  triggered           -- 
 18854  GRB151229B  77056.981  21:24:16.981       10s    4.2E-4         -0.1E-4         +0.1E-4   +10.064    0.064   7.1E-5    -0.6E-5    +0.6E-5    --         --         --  triggered           -- 
 18838  GRB160101A   2631.931  00:43:51.931      4.6s   1.47E-5        -0.17E-5        +0.21E-5    +0.214    0.064  1.18E-5   -0.30E-5   +0.35E-5   612       -175       +321  triggered           -- 
 18837  GRB151225A  68946.508  19:09:06.508      1.1s   3.17E-6        -0.85E-6        +1.79E-6    +0.416    0.016  2.22E-5   -0.79E-5   +1.46E-5   360       -153       +741  triggered           -- 
 18781  GRB151227B  18827.479  05:13:47.479       48s   6.49E-5        -0.72E-5        +0.72E-5   +29.728    0.064  1.11E-5   -0.20E-5   +0.19E-5   228        -40        +46  triggered           -- 
 18723  GRB151222A  29415.138  08:10:15.138      0.5s   2.20E-6        -0.23E-6        +0.28E-6    +0.048    0.016  1.03E-5   -0.11E-5   +0.13E-5   625       -118       +220  triggered           -- 
 18636  GRB151120A  30171.357  08:22:51.357       20s   7.20E-6        -1.25E-6        +1.79E-6    +0.752    0.064  2.09E-6   -0.88E-6   +1.15E-6    --         --         --  triggered           -- 
 18516  GRB151027A  14304.154  03:58:24.154      120s   1.42E-5        -0.21E-5        +0.37E-5    +0.432    0.064  2.22E-6   -0.61E-6   +0.62E-6   173        -46       +135  triggered         0.81 
 18433  GRB151021A   5336.535  01:28:56.535      100s   7.66E-5        -0.87E-5        +0.97E-5   +22.256    0.064  4.92E-6   -1.44E-6   +1.41E-6    --         --         --  triggered        2.330 
 18413  GRB151006A  35697.746  09:54:57.746      114s   5.30E-5        -0.87E-5        +0.92E-5    +2.928    0.064  5.60E-6   -2.26E-6   +2.23E-6   223       -132       +514  triggered           -- 
 18360  GRB150922A  20250.916  05:37:30.916     0.16s   7.94E-7        -1.93E-7        +2.25E-7    -0.008    0.016  1.34E-5   -0.52E-5   +0.59E-5   393       -132       +222  triggered           -- 
 18356  GRB150919A  74595.399  20:43:15.399      0.2s   1.46E-6        -0.27E-6        +0.33E-6    +0.128    0.016  1.43E-5   -0.44E-5   +0.50E-5   405       -114       +199  triggered           -- 
 18259  GRB150906B  31340.560  08:42:20.560        2s    2.8E-5         -0.2E-5         +0.2E-5    +1.488    0.016   2.9E-5    -0.3E-5    +0.3E-5   928        -95       +111  triggered           -- 
 18233  GRB150902A  63340.850  17:35:40.850       20s   1.21E-4        -0.07E-4        +0.07E-4    +6.384    0.064  2.13E-5   -0.27E-5   +0.28E-5    --         --         --  triggered           -- 
 18226  GRB150831A  38049.519  10:34:09.519        1s    2.4E-6         -0.4E-6         +0.4E-6    -0.082    0.016   9.1E-6    -2.5E-6    +2.5E-6   564       -122       +122  triggered           -- 
 18203  GRB150824A   6810.119  01:53:30.119        --    1.8E-5         -0.2E-5         +0.2E-5    +0.896    0.064   7.6E-6    -0.8E-6    +0.9E-6   197        -16        +22  triggered           -- 
 18200  GRB150821A  35074.166  09:44:34.166    161.6s   9.16E-5        -2.22E-5        +2.38E-5    +4.768    0.064  3.68E-6   -1.02E-6   +1.27E-6    --         --         --  triggered        0.755 
 18180  GRB150819B  38000.750  10:33:20.750      1.2s   6.61E-6        -0.88E-6        +1.10E-6    +0.008    0.016  6.61E-6   -0.88E-6   +1.10E-6   348        -70       +116  triggered           -- 
 18137  GRB150811B  73329.515  20:22:09.515      0.7s   9.08E-6        -1.11E-6        +1.22E-6    +0.232    0.016  2.89E-5   -0.92E-5   +0.95E-5  1197       -220       +299  triggered           -- 
 18074  GRB150724B  67574.792  18:46:14.792       41s   3.63E-5        -0.29E-5        +0.69E-5    +2.064    0.064  6.01E-6   -1.60E-6   +1.62E-6   663        -69        +82  triggered           -- 
 18073  GRB150725A  31454.410  08:44:14.410        --   1.55E-4        -0.10E-4        +0.09E-4   +51.456    0.064  1.35E-5   -0.23E-5   +0.17E-5   326        -24        +28  triggered           -- 
 18019  GRB150710B  29133.922  08:05:33.922      8.5s    1.1E-5         -0.2E-5         +0.2E-5    +4.032    0.064   6.8E-6    -1.3E-6    +1.2E-6   154        -30        +37  triggered           -- 
 18003  GRB150710A   1681.682  00:28:01.682      0.1s    3.7E-7         -0.7E-7         +0.7E-7    -0.048    0.016   7.6E-6    -1.5E-6    +1.5E-6   308        -70        +70  triggered           -- 
 17995  GRB150702A  86198.645  23:56:38.645        --   5.50E-5        -1.45E-5        +1.86E-5    +1.200    0.064  1.75E-5   -0.61E-5   +0.70E-5  2059       -903      +1940  triggered           -- 
 17982  GRB150627A  15806.292  04:23:26.292        --   2.34E-4        -0.11E-4        +0.12E-4   +12.240    0.064  2.02E-5   -0.27E-5   +0.27E-5    --         --         --  triggered           -- 
 17918  GRB150608A  42325.791  11:45:25.791        --    2.4E-5         -0.3E-5         +0.3E-5    -0.302    2.944   8.8E-7    -1.2E-7    +1.2E-7   209        -46        +46  triggered           -- 
 17911  GRB150607A  28509.211  07:55:09.211       30s    4.2E-6         -0.8E-6         +1.3E-6    -0.222    0.064   1.2E-6    -0.5E-6    +0.6E-6   173        -57       +183  triggered           -- 
 17900  GRB150530A  42136.529  11:42:16.529        --   2.54E-6        -0.26E-6        +0.28E-6    +0.082    0.064  1.06E-6   -0.43E-6   +0.43E-6   114        -17        +23  triggered           -- 
 17870  GRB150523A  34189.641  09:29:49.641       36s   4.44E-5        -0.69E-5        +0.71E-5   +31.792    0.064  5.52E-6   -1.52E-6   +1.53E-6    --         --         --  triggered           -- 
 17823  GRB150514A  66905.130  18:35:05.130       10s    3.7E-6         -0.7E-6         +0.7E-6    +0.448    0.064   3.4E-6    -0.6E-6    +0.6E-6    60        -14        +10  triggered        0.807 
 17808  GRB150510A  11988.505  03:19:48.505       62s    1.9E-4         -0.1E-4         +0.1E-4    +0.064    0.064   4.0E-5    -0.3E-5    +0.3E-5  1253       -129       +134  triggered           -- 
 17794  GRB150430A   1271.466  00:21:11.466      420s   2.95E-5        -0.75E-5        +1.14E-5    +1.248    0.256  4.11E-6   -1.02E-6   +1.09E-6    --         --         --  triggered           -- 
 17752  GRB150424A  27781.073  07:43:01.073      0.4s   1.81E-5        -0.11E-5        +0.11E-5    +0.212    0.002  1.85E-4   -0.48E-4   +0.48E-4   919        -76        +82  triggered           -- 
 17677  GRB150403A  78852.693  21:54:12.693       26s    1.0E-4         -0.1E-4         +0.1E-4    +9.088    0.064   1.7E-5    -0.1E-5    +0.1E-5   373        -48        +58  triggered         2.06 
 17660  GRB150330A  71538.572  19:52:18.572        --    2.1E-4         -0.2E-4         +0.2E-4  +130.560    0.064   3.4E-5    -0.1E-5    +0.1E-5   222        -20        +21  triggered           -- 
 17641  GRB150323B  34121.196  09:28:41.196        --    2.0E-5         -0.1E-5         +0.2E-5   +22.656    0.064   2.0E-5    -0.1E-5    +0.2E-5   109        -12        +15  triggered           -- 
 17640  GRB150323A  10282.369  02:51:22.369       38s    1.1E-5         -0.1E-5         +0.1E-5    +0.152    0.064   1.2E-6    -0.6E-6    +0.6E-6    95        -13        +16  triggered        0.593 
 17587  GRB150314A  17691.727  04:54:51.727       14s    9.1E-5         -0.4E-5         +0.4E-5    +1.344    0.064   2.2E-5    -0.1E-5    +0.1E-5   350        -17        +17  triggered        1.758 
 17566  GRB150309A  82792.708  22:59:52.708        --    4.1E-5         -0.4E-5         +0.5E-5   +16.832    0.064   4.0E-6    -0.4E-6    +0.4E-6   182        -17        +14  triggered           -- 
 17503  GRB150220A  51704.661  14:21:44.661      160s   3.00E-5        -0.29E-5        +0.37E-5   +13.568    0.064  4.61E-6   -1.05E-6   +1.07E-6   211        -34        +55  triggered           -- 
 17450  GRB150211A  42728.740  11:52:08.740       13s    2.4E-5         -0.3E-5         +0.3E-5    +7.808    0.064   5.6E-6    -0.7E-6    +0.7E-6   145        -24        +30  triggered           -- 
 17440  GRB150210A  80787.209  22:26:27.209      3.5s    7.8E-5         -0.8E-5         +0.9E-5    +2.368    0.064   4.2E-5    -0.3E-5    +0.3E-5  2170       -340       +440  triggered           -- 
 17427  GRB150206A  52280.265  14:31:20.265       60s   5.52E-5        -0.64E-5        +0.69E-5    +4.320    0.064  7.92E-6   -1.78E-6   +1.83E-6   228        -35        +37  triggered        2.087 
