   GCN        Name       Time    TimeHHMMSS  Duration   Fluence  Err_Fluence(-)  Err_Fluence(+)      PFti  PFscale       PF  Err_PF(-)  Err_PF(+)    Ep  Err_Ep(-)  Err_Ep(+)       Mode  Z(Redshift) 
 12996  GRB120226A  75259.724  20:54:19.724       80s    7.5E-5         -1.2E-5         +0.9E-5   +25.600    0.256   2.5E-6    -0.3E-6    +0.3E-6   279        -28        +39  triggered           -- 
 12905  GRB120129A  50148.403  13:55:48.403        4s    2.7E-5         -0.7E-5         +0.7E-5    +0.672    0.016   3.3E-5    -1.0E-5    +1.0E-5   326        -38        +52  triggered           -- 
 12872  GRB120119A  14674.872  04:01:34.872       61s    4.7E-5         -0.6E-5         +0.6E-5   +16.384    0.256   3.9E-6    -0.5E-6    +0.5E-6   153        -19        +21  triggered         1.73 
 12824  GRB120107A  33132.445  09:12:12.445       25s    5.5E-6         -1.0E-6         +1.5E-6    -0.128    0.064   1.2E-6    -0.2E-6    +0.3E-6   196        -54       +160  triggered           -- 
 12800  GRB120102A   8181.530  02:16:21.530       15s   1.75E-5        -0.26E-5        +0.30E-5    +3.536    0.256  5.56E-6   -1.02E-6   +1.12E-6   805       -180       +288  triggered           -- 
 12790  GRB111228A  56736.171  15:45:36.171       50s    7.5E-6         -1.3E-6         +1.3E-6    +3.584    0.256   2.0E-6    -0.3E-6    +0.3E-6    --         --         --  triggered           -- 
 12715  GRB111222A  53515.918  14:51:55.918     300ms    7.2E-6         -0.7E-6         +0.7E-6    +0.256    0.016   5.1E-5    -0.7E-5    +0.7E-5   762        -89       +101  triggered           -- 
 12701  GRB111215B  72682.720  20:28:02.720       75s    5.3E-5         -1.1E-5         +1.1E-5   +11.776    0.256   5.3E-5    -1.1E-5    +1.1E-5   250        -60        +65  triggered           -- 
 12627  GRB111205A  47450.301  13:10:50.301       85s    1.7E-4         -0.1E-4         +0.1E-4    +1.024    0.064   2.2E-5   -0.25E-5   +0.25E-5   998        -70        +77  triggered           -- 
 12585  GRB111121A  59182.640  16:26:22.640     600ms    2.3E-5         -0.3E-5         +0.3E-5    +0.160    0.016   8.4E-5    -1.5E-5    +1.5E-5  1780       -290       +310  triggered           -- 
 12557  GRB111113A  18613.625  05:10:13.625     160ms    7.7E-6         -1.0E-6         +1.0E-6    +0.016    0.016   7.7E-6    -1.0E-6    +1.0E-6  1480       -226       +265  triggered           -- 
 12532  GRB111103B  39541.020  10:59:01.020        --    2.0E-5         -0.3E-5         +0.3E-5    +5.120    0.256   2.0E-5    -0.3E-5    +0.3E-5   372        -69       +109  triggered           -- 
 12456  GRB111016B  81700.723  22:41:40.723      150s   1.37E-4        -0.05E-4        +0.05E-4    +1.792    0.256   3.7E-6    -0.3E-6    +0.3E-6   378        -19        +21  triggered           -- 
 12433  GRB111008A  79981.676  22:13:01.676       40s    9.0E-6         -0.9E-6         +0.9E-6    +0.256    0.256   9.0E-6    -0.9E-6    +0.9E-6   149        -28        +52  triggered          5.0 
 12362  GRB110918A  77222.856  21:27:02.856        --    7.5E-4         -0.2E-4         +0.2E-4    +0.368    0.016   7.5E-4    -0.2E-4    +0.2E-4   150        -17        +20  triggered           -- 
 12323  GRB110903A  09573.115  02:39:33.115      370s    4.2E-5         -0.7E-5         +2.2E-5  +196.352    0.256   4.2E-5    -0.7E-5    +2.2E-5   301        -80       +185  triggered           -- 
 12301  GRB110820B  77268.054  21:27:48.054      200s    2.5E-4         -0.3E-4         +0.3E-4    +3.136    0.064   2.6E-5    -0.4E-5    +0.4E-5   481        -83        +90  triggered           -- 
 12278  GRB110815A  34855.971  09:40:55.971       20s    5.0E-5         -0.5E-5         +0.5E-5    +1.920    0.064   5.0E-5    -0.5E-5    +0.5E-5   251        -25        +25  triggered           -- 
 12271  GRB110808B  56695.237  15:44:55.237      0.5s    1.6E-5         -0.2E-5         +0.2E-5    +0.112    0.016   1.1E-4    -0.2E-4    +0.2E-4  2960       -796      +1217  triggered           -- 
 12249  GRB110802A  55156.191  15:19:16.191      0.6s    1.3E-5         -0.3E-5         +0.3E-5    -0.032    0.016   5.0E-5    -1.6E-5    +1.6E-5  3451      -1086      +2256  triggered           -- 
 12223  GRB110731A  40174.604  11:09:34.604        7s   1.63E-5        -0.10E-5        +0.11E-5    +4.304    0.064   6.0E-6    -1.3E-6    +1.3E-6   288        -25        +30  triggered           -- 
 12191  GRB110721A  17266.887  04:47:46.887       25s    8.8E-5         -0.9E-5         +0.9E-5    +1.984    0.064   2.3E-5    -0.2E-5    +0.2E-5   393       -104       +199  triggered           -- 
 12166  GRB110715A  47635.304  13:13:55.304       20s    2.3E-5         -0.2E-5         +0.2E-5    +1.984    0.064   2.3E-5    -0.2E-5    +0.2E-5   120        -11        +12  triggered         0.82 
 12153  GRB110708B  50386.394  13:59:46.394       60s    9.4E-5         -0.9E-5         +0.9E-5   +12.288    0.064   4.0E-5    -0.5E-5    +0.5E-5   294        -28        +30  triggered           -- 
 12138  GRB110709A  55470.576  15:24:30.062       60s    3.7E-5         -0.3E-5         +0.3E-5   +12.544    0.256   4.1E-6    -0.4E-6    +0.4E-6   356        -34        +42  triggered           -- 
 12135  GRB110709B  77564.576  21:32:44.576       70s    2.6E-5         -0.2E-5         +0.2E-5   +13.824    0.256   1.1E-5    -0.1E-5    +0.1E-5   278        -32        +43  triggered           -- 
 12111  GRB110705A  13029.942  03:37:09.942     0.25s    6.0E-6         -1.0E-6         +1.0E-6    +0.144    0.016   3.7E-5    -0.9E-5    +0.9E-5   820       -146       +205  triggered           -- 
 12093  GRB110625A  76105.088  21:08:25.088       60s    6.1E-5         -0.6E-5         +0.6E-5   +20.992    0.064   1.5E-5    -0.2E-5    +0.2E-5   190        -14        +17  triggered           -- 
 12078  GRB110618A  31673.867  08:47:53.867      250s    1.1E-4         -0.1E-4         +0.1E-4    +1.280    0.256   2.0E-6    -0.2E-6    +0.2E-6   569       -160       +304  triggered           -- 
 12064  GRB110604A  53385.666  14:49:45.666       45s    3.1E-5         -0.3E-5         +0.3E-5    +2.880    0.064   4.6E-6    -0.5E-6    +0.5E-6   166        -16        +15  triggered           -- 
 12045  GRB110529A   2920.249  00:48:40.249     0.57s    5.1E-6         -1.1E-6         +1.1E-6    +0.256    0.016   7.0E-5    -3.0E-5    +2.2E-5   428       -226       +363  triggered           -- 
 12019  GRB110518A  74290.767  20:38:10.767       35s    6.5E-5         -0.8E-5         +0.8E-5    +0.400    0.016   4.7E-5    -0.5E-5    +0.5E-5   229        -35        +43  triggered           -- 
 12008  GRB110503A  63341.862  17:35:41.862       12s    2.6E-5         -0.2E-5         +0.2E-5    +2.304    0.064   1.0E-5      -1E-5      +1E-5   219        -19        +20  triggered         1.61 
 11983  GRB110428A  33509.450  09:18:29.450       15s   2.70E-5        -0.16E-5        +0.15E-5    +1.296    0.064  8.47E-6   -1.17E-6   +1.18E-6   184        -10        +12  triggered           -- 
 11971  GRB110422A  56502.948  15:41:42.948       40s   8.56E-5        -0.02E-5        +0.02E-5   +18.128    0.064  1.20E-5   -0.15E-5   +0.15E-5   152         -5         +5  triggered           -- 
 11951  GRB110420A  39750.543  11:02:30.543       18s   6.54E-6        -0.53E-6        +0.64E-6    -0.320    0.256  1.11E-6   -0.17E-6   +0.17E-6    43        -18        +17  triggered           -- 
 11893  GRB110406A  13446.671  03:44:06.671        8s    4.8E-5         -0.5E-5         +0.5E-5    +0.160    0.016   1.5E-4    -0.1E-4    +0.1E-4   326        -42        +49  triggered           -- 
 11869  GRB110402A  00781.989  00:13:01.989        --    1.6E-5         -0.5E-5         +0.5E-5   +65.792    0.016   2.3E-5    -0.9E-5    +0.9E-5  1395       -604      +1835  triggered           -- 
 11723  GRB110213A  19048.893  05:17:28.893       50s    1.0E-5        -0.15E-5        +0.15E-5    +1.024    0.256   1.4E-6    -0.2E-6    +0.2E-6    91        -26        +31  triggered         1.46 
 11697  GRB110205A         --            --        --        --              --              --        --       --       --         --         --    --         --         --         --         2.22 
 11601  GRB110120A  57582.268  15:59:42.268       42s    3.1E-5         -0.3E-5         +0.3E-5    +0.128    0.064   1.6E-5    -0.5E-5    +0.5E-5   680       -120       +160  triggered           -- 
 11515  GRB110102A  68074.462  18:54:34.462      160s    5.4E-5         -0.9E-5         +0.9E-5   +76.032    0.256   4.9E-6    -0.8E-6    +0.8E-6   267        -91       +111  triggered           -- 
 11470  GRB101219A  09094.716  02:31:34.716      0.6s    3.6E-6         -0.5E-6         +0.5E-6    +0.032    0.016   2.8E-5    -0.8E-5    +0.8E-5   490        -79       +103  triggered           -- 
 11456  GRB101213A  38958.472  10:49:18.472       50s    1.3E-5         -0.3E-5         +0.3E-5    -0.512    0.256  0.60E-6   -0.15E-6   +0.15E-6   198        -49        +92  triggered           -- 
 11441  GRB101130A  34766.178  09:39:26.178        6s    3.1E-6         -1.1E-6         +1.0E-6    -0.048    0.016   2.8E-6    -0.8E-6    +0.7E-6   190        -55       +135  triggered           -- 
 11439  GRB101129A  56370.759  15:39:30.759      0.4s    3.5E-6         -1.4E-6         +1.1E-6    -0.096    0.016   1.7E-5    -0.7E-5    +0.5E-5  1210       -400       +680  triggered           -- 
 11425  GRB101123A  82338.387  22:52:18.387      120s    2.5E-4         -0.3E-4         +0.3E-4    +9.984    0.064   1.9E-5    -0.3E-5    +0.3E-5   449        -66        +83  triggered           -- 
 11400  GRB101112A  79831.681  22:10:31.681       15s   1.95E-6        -0.45E-6        +0.45E-6    +8.448    0.256  0.85E-6   -0.25E-6   +0.25E-6   107        -22        +39  triggered           -- 
 11384  GRB101023A  82264.703  22:51:04.703      100s    6.6E-5         -0.5E-5         +0.5E-5    +4.096    0.256   6.6E-5    -0.5E-5    +0.5E-5   200        -16        +17  triggered           -- 
 11350  GRB101017A  37961.692  10:32:41.692       45s    6.7E-5         -0.4E-5         +0.4E-5    +5.632    0.256   7.0E-6    -0.9E-6    +0.9E-6   600        -45        +52  triggered           -- 
 11342  GRB101014A  15115.250  04:11:55.250      480s    2.5E-4         -0.7E-4         +0.7E-4  +208.896    0.256   2.6E-5    -0.2E-5    +0.2E-5   220        -47        +76  triggered           -- 
 11251  GRB100906A  49770.732  13:49:30.732      150s    2.6E-5         -0.4E-5         +0.4E-5    +9.728    0.256   2.7E-6    -0.3E-6    +0.3E-6   142        -60       +119  triggered        1.727 
 11204  GRB100829A  75727.937  21:02:07.937       10s   1.40E-5        -0.15E-5        +0.15E-5    +1.472    0.016   2.4E-5    -0.6E-5    +0.6E-5   278        -47        +73  triggered           -- 
 11158  GRB100826A  82709.729  22:58:29.729      150s    3.0E-4        -0.25E-4        +0.25E-4   +17.664    0.256   1.9E-5    -0.2E-5    +0.2E-5   606       -109       +134  triggered           -- 
 11127  GRB100816A  02273.983  00:37:53.983      2.8s    3.3E-6         -0.4E-6         +0.4E-6    +0.896    0.064   3.3E-6    -0.4E-6    +0.4E-6   148        -26        +41  triggered       0.8049 
 11119  GRB100814A  13811.288  03:50:11.288      150s    1.2E-5         -0.2E-5         +0.2E-5    +1.024    0.256  0.75E-6   -0.25E-6   +0.25E-6   128        -17        +23  triggered           -- 
 11021  GRB100728A   8300.008  02:18:20.008      200s   1.95E-4        -0.35E-4        +0.35E-4   +27.392    0.256   4.2E-6    -0.7E-6    +0.7E-6   305        -25        +27  triggered           -- 
 10981  GRB100724B   2526.266  00:42:06.266      240s    4.1E-4         -0.3E-4         +0.3E-4   +59.648    0.256   1.0E-5    -0.1E-5    +0.1E-5   369        -37        +42  triggered           -- 
 10948  GRB100707A   2798.855  00:46:38.855      100s    8.8E-5         -0.6E-5         +0.6E-5    +1.344    0.064   2.4E-5    -0.2E-5    +0.2E-5   264        -40        +49  triggered           -- 
 10939  GRB100701B  42319.075  11:45:19.075       15s    5.0E-5        -0.85E-5        +0.85E-5    +3.584    0.256   2.2E-5    -0.3E-5    +0.3E-5  1186       -243       +294  triggered           -- 
 10937  GRB100704A  12905.409  03:35:05.409       30s    6.6E-6         -0.7E-6         +0.7E-6    +0.768    0.256   1.1E-6    -0.2E-6    +0.2E-6   176        -24        +35  triggered           -- 
 10890  GRB100625A  66747.799  18:32:27.799     350ms   0.83E-6        -0.15E-6        +0.15E-6    +0.128    0.016  0.83E-6   -0.15E-6   +0.15E-6   414        -78       +128  triggered           -- 
 10882  GRB100621A  11013.352  03:03:33.352       80s    3.6E-5         -0.4E-5         +0.4E-5   +26.880    0.256   3.6E-5    -0.4E-5    +0.4E-5    95        -13        +18  triggered        0.542 
 10833  GRB100606A  69163.712  19:12:43.712      100s    3.9E-5         -0.5E-5         +0.5E-5    +0.256    0.256   2.5E-6   -0.25E-6   +0.25E-6   945       -266       +551  triggered           -- 
 10817  GRB100528A   6483.610  01:48:03.610       30s   2.85E-5        -0.19E-5        +0.21E-5    +6.688    0.256  3.99E-6   -0.58E-6   +0.59E-6   382        -52        +69  triggered           -- 
 10796  GRB100522A  13549.843  03:45:49.843        6s    1.7E-6         -0.5E-6         +0.3E-6    -0.256    0.256   0.7E-6    -0.2E-6    +0.1E-6    --         --         --  triggered           -- 
 10696  GRB100423A  02097.629  00:34:57.629      100s    4.8E-5         -0.5E-5         +0.5E-5    +0.768    0.256   8.3E-6    -0.6E-6    +0.6E-6   455        -83       +194  triggered           -- 
 10598  GRB100414A         --            --        --        --              --              --        --       --       --         --         --    --         --         --         --           -- 
 10597  GRB100414B  08427.289  02:20:27.289       25s   1.06E-4        -0.06E-4        +0.06E-4   +22.528    0.256   8.6E-6    -0.6E-6    +0.6E-6   547        -21        +22  triggered           -- 
 10556  GRB100324B  14852.507  04:07:32.507       15s    4.6E-5         -0.2E-5         +0.2E-5    +4.864    0.256   8.8E-6    -0.6E-6    +0.6E-6   397        -30        +41  triggered           -- 
 10553  GRB100322A  03905.772  01:05:05.772       50s    7.3E-5         -0.5E-5         +0.5E-5   +31.744    0.256   6.5E-6    -0.4E-6    +0.4E-6   150        -10        +12  triggered           -- 
 10356  GRB100119A  66306.167  18:25:06.167       45s    6.1E-5         -0.3E-5         +0.3E-5   +18.176    0.256   4.3E-6    -0.3E-6    +0.3E-6   377        -35        +35  triggered           -- 
 10347  GRB100116A  77543.747  21:32:23.747       30s    5.7E-5         -0.6E-5         +0.6E-5    +6.144    0.256   4.2E-6    -0.4E-6    +0.4E-6   968       -130       +163  triggered           -- 
 10311  GRB100103A  63766.807  17:42:46.807       50s    1.2E-5         -0.2E-5         +0.2E-5    +7.168    0.256   0.9E-6    -0.1E-6    +0.1E-6   157        -51        +83  triggered           -- 
 10276  GRB091208A  31563.038  08:46:03.038       30s    6.2E-6         -1.0E-6         +1.0E-6    -0.256    0.256   1.3E-6    -0.2E-6    +0.2E-6   314        -50        +70  triggered           -- 
 10209   GRB091127  84349.449  23:25:49.449       10s   1.22E-5        -0.06E-5        +0.06E-5    +0.256    0.064  1.22E-5   -0.06E-5   +0.06E-5  21.3         -3         +4  triggered         0.49 
 10189   GRB091120  16476.183  04:34:36.183       55s    2.6E-5         -0.3E-5         +0.3E-5   +25.344    0.256   2.6E-5    -0.3E-5    +0.3E-5   145        -18        +26  triggered           -- 
 /9994  GRB091003A  16543.801  04:35:43.801       23s   3.44E-5        -0.19E-5        +0.20E-5   +18.592    0.016  1.68E-5   -0.32E-5   +0.32E-5   381        -36        +44  triggered           -- 
 /9976  GRB090929A  16387.790  04:33:07.790        --   1.32E-5        -0.24E-5        +0.23E-5    +0.736    0.016  2.04E-5   -0.61E-5   +0.60E-5   574       -100       +151  triggered           -- 
 /9975  GRB090929B  36565.377  10:09:25.377       20s   1.16E-5        -0.12E-5        +0.12E-5   +16.208    0.256  3.80E-6   -0.90E-6   +0.90E-6   282        -78       +169  triggered           -- 
 /9595   GRB090626  16330.962  04:32:10.962       60s   7.78E-5        -1.01E-5        +0.91E-5   +21.056    0.064  1.41E-5   -0.25E-5   +0.24E-5   202        -24        +29  triggered           -- 
 /9344   GRB090510   1381.547  00:23:01.547      0.4s   2.42E-5        -0.37E-5        +0.37E-5    +0.002    0.016  2.27E-4   -0.63E-4   +0.63E-4    --         --         --  triggered           -- 
 /9296   GRB090427  84392.051  23:26:32.051        --   1.03E-4        -0.05E-4        +0.05E-4    +9.200    0.016  1.10E-4   -0.13E-4   +0.13E-4   751        -67        +78  triggered           -- 
 /9171  GRB090418B  32366.325  08:59:26.325       45s   2.31E-5        -0.09E-5        +0.09E-5   +15.840    0.256  1.54E-6   -0.20E-6   +0.20E-6   117         -7         +8  triggered           -- 
 /9083  GRB090401B  30922.964  08:35:22.964       11s   6.25E-5        -0.75E-5        +0.78E-5    +6.576    0.016  4.63E-5   -0.86E-5   +0.87E-5   409        -60        +66  triggered           -- 
 /9071  GRB090401A    170.845  00:02:50.845       40s   2.14E-5        -0.17E-5        +0.19E-5    +7.648    0.256  2.79E-6   -0.42E-6   +0.44E-6   218        -34        +51  triggered           -- 
 /9050   GRB090328  34609.486  09:36:49.486       80s   9.25E-5        -1.98E-5        +1.63E-5   +20.064    0.064  1.22E-5   -0.26E-5   +0.25E-5   592       -141       +237  triggered           -- 
 /9030   GRB090323    174.632  00:02:54.632      160s   2.02E-4        -0.25E-4        +0.28E-4   +58.240    0.256  5.96E-6   -1.06E-6   +1.09E-6   416        -73        +76  triggered          3.6 
 /9010   GRB090315  15180.047  04:13:00.047        --   2.10E-5        -0.30E-5        +0.32E-5    +5.920    0.064  5.56E-6   -1.33E-6   +1.38E-6   247        -33        +33  triggered           -- 
 /8926  GRB090227B  66659.079  18:30:59.079        --   2.75E-5        -0.27E-5        +0.27E-5    +0.008    0.016  3.98E-4   -0.58E-4   +0.59E-4  2253       -262       +292  triggered           -- 
 /8924  GRB090301A  24949.694  06:55:49.694       50s   1.13E-4        -0.08E-4        +0.08E-4   +25.408    0.064  1.51E-5   -0.23E-5   +0.23E-5   429        -32        +34  triggered           -- 
 /8906   GRB090217  17804.799  04:56:44.799        --   3.13E-5        -0.30E-5        +0.35E-5    +4.592    0.256  4.72E-6   -0.81E-6   +0.86E-6   534        -78       +105  triggered           -- 
 /8878   GRB090201  64020.275  17:47:00.275      110s   6.72E-5        -0.54E-5        +0.47E-5   +11.728    0.064  7.30E-6   -1.28E-6   +1.24E-6   158        -12        +13  triggered           -- 
 /8776   GRB090102  10536.283  02:55:36.283       30s   3.09E-5        -0.25E-5        +0.29E-5   +12.016    0.256  5.10E-6   -0.72E-6   +0.74E-6   451        -58         +3  triggered        1.547 
 /8721   GRB081222  17642.534  04:54:02.534       12s   1.32E-5        -0.40E-5        +0.48E-5    +4.688    0.256  2.22E-6   -0.73E-6   +0.87E-6   165        -29        +47  triggered         2.77 
 /8706  GRB081215A  67721.281  18:48:41.281        --   7.99E-5        -0.68E-5        +0.68E-5    +0.448    0.016  1.24E-4   -0.17E-4   +0.17E-4   447        -52        +60  triggered           -- 
 /8694   GRB081221  58874.915  16:21:14.915       40s   2.28E-5        -0.07E-5        +0.07E-5   +19.824    0.256  1.75E-6   -0.16E-6   +0.16E-6    83         -4         +4  triggered           -- 
 /8647   GRB081209  84720.033  23:32:00.033        --   2.39E-6        -0.52E-6        +0.58E-6    -0.012    0.016  2.68E-5   -0.83E-5   +0.87E-5   961       -257       +432  triggered           -- 
 /8611  GRB081203A  49890.368  13:51:30.368        --   3.05E-5        -0.89E-5        +1.40E-5        --       --       --         --         --   578       -290      +2398         --           -- 
 /8610  GRB081203B  49890.368  13:51:30.368       80s   5.56E-5        -0.23E-5        +0.24E-5   +10.032    0.256  2.43E-6   -0.40E-6   +0.41E-6   255        -19        +22  triggered           -- 
 /8562   GRB081126  77649.857  21:34:09.857       60s   9.91E-6        -1.46E-6        +1.57E-6    +1.808    0.256  1.65E-6   -0.36E-6   +0.36E-6   315        -71       +123  triggered           -- 
 /8548   GRB081121  74131.435  20:35:31.435       18s   1.79E-5        -0.31E-5        +0.37E-5   +16.368    0.256  2.60E-6   -0.63E-6   +0.70E-6   248        -32        +38  triggered        2.512 
 /8412   GRB081025  30186.316  08:23:06.316       25s   5.37E-6        -0.82E-6        +0.96E-6    -0.224    0.256  8.90E-7   -2.62E-7   +2.75E-7   222        -46        +81  triggered           -- 
 /8353   GRB081001  76663.649  21:17:43.649        6s   9.70E-6        -0.86E-6        +1.00E-6    +0.688    0.064  5.63E-6   -1.12E-6   +1.16E-6   239        -32        +45  triggered           -- 
 /8259  GRB080916A  35121.715  09:45:21.715       40s   5.54E-6        -0.66E-6        +0.79E-6    +1.024    0.256  1.05E-6   -0.40E-6   +0.41E-6   129        -21        +33  triggered        0.689 
 /8258  GRB080916C    764.632  00:12:44.632       70s   1.24E-4        -0.17E-4        +0.17E-4    +3.168    0.256  1.19E-5   -0.30E-5   +0.30E-5   505        -70        +79  triggered           -- 
 /8142  GRB080825B  64012.487  17:46:52.487        --   7.81E-6        -0.70E-6        +0.83E-6    -0.080    0.256  1.21E-6   -0.31E-6   +0.32E-6    72         -9        +11  triggered           -- 
 /8042  GRB080727B  29609.825  08:13:29.825        9s   9.46E-6        -0.84E-6        +0.98E-6    +6.080    0.064  5.14E-6   -0.10E-6   +0.11E-6   282        -37        +52  triggered           -- 
 /8015  GRB080723B  48143.773  13:22:23.773      100s   8.40E-5        -0.56E-5        +0.47E-5   +54.784    0.064  1.11E-5   -0.15E-5   +0.15E-5   225        -21        +27  triggered           -- 
 /7995   GRB080721  37510.927  10:25:10.927       30s   8.38E-5        -0.60E-5        +0.62E-5    +9.648    0.064  1.96E-5   -0.31E-5   +0.31E-5   485        -59        +67  triggered           -- 
 /7983   GRB080714  64378.478  17:52:58.478       20s   3.64E-6        -0.60E-6        +0.87E-6    +0.544    0.256  6.84E-7   -1.79E-7   +2.01E-7   137        -34       +100  triggered           -- 
 /7884  GRB080613B  40358.636  11:12:38.636       30s   2.21E-5        -0.38E-5        +0.44E-5    -0.144    0.256  4.76E-6   -1.24E-6   +1.39E-6   733       -200       +285  triggered           -- 
 /7862   GRB080607  22043.336  06:07:23.336       16s   8.93E-5        -0.47E-5        +0.52E-5    +7.168    0.016  2.69E-5   -0.54E-5   +0.54E-5   419        -38        +46  triggered        3.036 
 /7854   GRB080605  85682.336  23:48:02.336       20s   3.02E-5        -0.12E-5        +0.13E-5    +7.984    0.016  1.60E-5   -0.33E-5   +0.33E-5   252        -17        +20  triggered        1.640 
 /7812  GRB080603B  70692.383  19:38:12.383       70s   4.50E-6        -0.90E-6        +1.53E-6    +0.624    0.256  1.51E-6   -0.38E-6   +0.40E-6   102        -28       +119  triggered         2.69 
 /7784   GRB080602   5486.229  01:31:26.229        --   7.92E-6        -1.45E-6        +1.47E-6    +1.280    0.256  1.92E-6   -0.58E-6   +0.58E-6    --         --         --  triggered           -- 
 /7751  GRB080514B  35758.672  09:55:58.672        7s   3.23E-5        -0.26E-5        +0.27E-5    +3.328    0.016  2.07E-5   -0.43E-5   +0.43E-5   224        -22        +23  triggered           -- 
 /7729   GRB080513  18849.927  05:14:09.927        --   2.02E-5        -0.17E-5        +0.20E-5   +24.016    0.016  1.15E-5   -0.30E-5   +0.30E-5   223        -38        +62  triggered           -- 
 /7711   GRB080507  27902.194  07:45:02.194        --   5.09E-5        -0.24E-5        +0.26E-5    +4.960    0.256  3.07E-6   -0.44E-6   +0.44E-6   423        -33        +38  triggered           -- 
 /7589   GRB080411  76532.496  21:15:32.496       70s   6.29E-5        -0.29E-5        +0.31E-5   +17.936    0.064  1.28E-5   -0.16E-5   +0.16E-5   259        -27        +35  triggered         1.03 
 /7548   GRB080328  28982.306  08:03:02.306       90s   2.23E-5        -0.22E-5        +0.23E-5   +10.512    0.256  2.51E-6   -0.41E-6   +0.41E-6   289        -57        +93  triggered           -- 
 /7487  GRB080319C  44757.938  12:25:57.938       15s   1.50E-5        -0.21E-5        +0.34E-5    +0.256    0.256  3.35E-6   -0.70E-6   +0.79E-6   594       -131       +224  triggered           -- 
 /7482  GRB080319B  22370.339  06:12:50.339       60s   5.72E-4        -0.13E-4        +0.14E-4     +19.2    0.064  2.17E-5   -0.21E-5   +0.21E-5   651        -14        +13  triggered        0.937 
 /7309   GRB080211  26622.790  07:23:42.790        --   4.66E-5        -0.19E-5        +0.20E-5    +5.824    0.064  6.66E-6   -1.22E-6   +1.22E-6   356        -22        +25  triggered           -- 
 /7263   GRB080204  50190.835  13:56:30.835        --   2.65E-5        -0.47E-5        +0.37E-5    -0.032    0.064  9.52E-6   -2.49E-6   +2.25E-6  1279       -382       +469  triggered           -- 
 /7219   GRB080122  66764.605  18:32:44.605      150s   6.35E-5        -3.39E-5        +3.50E-5    +6.768    0.064  4.80E-6   -0.95E-6   +0.95E-6   259        -33        +46  triggered           -- 
 /7155   GRB071227  72828.722  20:13:48.722      1.7s    1.6E-6         -0.2E-6         +0.2E-6    -0.144    0.064   3.5E-6    -1.1E-6    +1.1E-6  1000         --         --  triggered           -- 
 /6960   GRB071020  25346.637  07:02:26.637      3.5s   7.71E-6        -4.76E-6        +0.39E-6    +2.416    0.064  6.04E-6   -3.88E-6   +1.12E-6   322        -53        +80  triggered        2.145 
 /6879  GRB071010B  74748.490  20:45:48.490       15s   4.78E-6        -3.12E-6        +0.95E-6      +1.6    0.064  8.92E-7   -5.99E-7   +2.29E-7    52        -14        +10  triggered           -- 
 /6867   GRB071006  24133.617  06:42:13.617       60s   2.08E-5        -1.25E-5        +0.11E-5    +1.264    0.256  2.66E-6   -1.51E-6   +0.45E-6   334        -61        +95  triggered           -- 
 /6849   GRB071003  27655.120  07:40:55.120       30s   5.32E-5        -0.67E-5        +0.30E-5    +2.464    0.064  1.22E-5   -0.22E-5   +0.19E-5   799       -100       +124  triggered           -- 
 /6798   GRB070917  27239.542  07:33:59.542        6s   4.90E-6        -2.76E-6        +0.26E-6    -0.016    0.064  4.44E-6   -2.65E-6   +0.91E-6   211        -48        +95  triggered           -- 
 /6768   GRB070824  74999.585  20:49:59.585       12s   2.84E-5        -0.26E-5        +0.09E-5    +8.368    0.016  2.85E-5   -0.38E-5   +0.29E-5   253        -19        +22  triggered           -- 
 /6766   GRB070821  46164.332  12:49:24.332        8s   1.02E-4        -0.04E-4        +0.03E-4  +126.720    0.256  1.38E-5   -0.11E-5   +0.09E-5   268        -17        +19  triggered           -- 
 /6671  GRB070724B  84307.346  23:25:07.346       50s   1.80E-5        -0.25E-5        +0.04E-5   +29.744    0.064  2.17E-6   -0.45E-6   +0.34E-6    82         -5         +5  triggered           -- 
 /6615   GRB070707  58122.823  16:08:42.823        1s   1.41E-6        -1.07E-6        +0.16E-6    -0.016    0.016   8.1E-6    -6.7E-6    +2.9E-6   427       -144       +374  triggered           -- 
 /6599   GRB070626         --            --        --   3.91E-4        -0.13E-4        +0.16E-4   +73.216    0.064  1.94E-5   -0.16E-5   +0.20E-5   226        -17        +19         --           -- 
 /6459   GRB070521  24691.587  06:51:31.587       55s   1.81E-5        -0.31E-5        +0.06E-5    +5.312    0.064  4.12E-6   -1.07E-6   +0.78E-6   222        -21        +27  triggered           -- 
 /6344   GRB070420  22693.706  06:18:13.706      120s   2.64E-5        -0.88E-5        +0.11E-5    -0.144    0.256  1.28E-6   -0.29E-6   +0.19E-6   167        -16        +20  triggered           -- 
 /6230   GRB070328  14029.993  03:53:49.993       45s   5.95E-5        -0.76E-5        +1.06E-5    +1.808    0.256  4.57E-6   -0.91E-6   +1.07E-6   496       -117       +172  triggered           -- 
 /6049   GRB070125  26450.853  07:20:50.853       70s   1.74E-4        -0.15E-4        +0.18E-4   +41.472    0.064  2.25E-5   -0.34E-5   +0.36E-5   367        -51        +65  triggered           -- 
 /6023   GRB070124  31311.621  08:41:51.621      0.9s   5.20E-6        -4.09E-6        +0.71E-6    +0.720    0.016  1.12E-5   -0.94E-5   +0.37E-5   994       -429      +1237  triggered           -- 
